WELL,DEPTH,GR,RHOB,NPHI,PEF,DT,DTS,RT
15/9-F-11 A,2614.9,73.169,2.406,0.332,7.655,106.797,250.829,0.637
15/9-F-11 A,2615.0,71.393,2.384,0.315,7.363,105.473,253.238,0.752
15/9-F-11 A,2615.1,63.77,2.363,0.287,6.867,103.602,256.204,0.884
15/9-F-11 A,2615.2,54.273,2.343,0.273,6.345,101.23,258.914,0.819
15/9-F-11 A,2615.3,48.191,2.327,0.265,6.058,97.57,258.918,0.922
15/9-F-11 A,2615.4,46.374,2.322,0.262,6.119,93.894,258.15,1.056
15/9-F-11 A,2615.5,50.397,2.337,0.273,6.431,90.216,256.964,1.009
15/9-F-11 A,2615.6,54.23,2.364,0.297,6.802,86.587,255.966,1.087
15/9-F-11 A,2615.7,55.328,2.39,0.317,7.105,83.424,254.491,1.452
15/9-F-11 A,2615.8,54.808,2.401,0.318,7.286,80.533,252.572,1.577
15/9-F-11 A,2615.9,51.61,2.409,0.286,7.349,76.88,249.046,3.062
15/9-F-11 A,2616.0,48.407,2.416,0.255,7.413,73.24,247.417,3.356
15/9-F-11 A,2616.1,43.329,2.448,0.202,7.387,69.613,247.399,4.046
15/9-F-11 A,2616.2,39.502,2.493,0.158,7.301,66.079,246.715,4.448
15/9-F-11 A,2616.3,40.732,2.535,0.138,7.179,63.612,245.731,4.595
15/9-F-11 A,2616.4,45.895,2.56,0.15,7.068,62.244,244.438,4.232
15/9-F-11 A,2616.5,56.418,2.56,0.188,6.996,62.409,243.409,3.341
15/9-F-11 A,2616.6,66.51,2.531,0.242,6.923,63.283,243.346,2.163
15/9-F-11 A,2616.7,72.817,2.483,0.295,6.804,64.982,244.483,1.277
15/9-F-11 A,2616.8,71.173,2.429,0.331,6.615,66.356,242.917,1.023
15/9-F-11 A,2616.9,65.841,2.379,0.346,6.39,68.078,242.146,0.906
15/9-F-11 A,2617.0,61.576,2.336,0.348,6.176,70.373,242.958,0.779
15/9-F-11 A,2617.1,55.87,2.296,0.344,6.0,72.629,246.699,0.66
15/9-F-11 A,2617.2,50.066,2.261,0.343,5.878,75.558,251.941,0.594
15/9-F-11 A,2617.3,47.983,2.236,0.335,5.803,79.751,259.191,0.55
15/9-F-11 A,2617.4,44.291,2.224,0.323,5.779,83.436,264.569,0.551
15/9-F-11 A,2617.5,41.597,2.226,0.312,5.797,87.213,268.228,0.552
15/9-F-11 A,2617.6,42.608,2.237,0.304,5.82,91.456,268.803,0.559
15/9-F-11 A,2617.7,45.231,2.257,0.3,5.808,94.427,267.476,0.618
15/9-F-11 A,2617.8,45.908,2.278,0.293,5.759,96.718,265.376,0.67
15/9-F-11 A,2617.9,46.724,2.297,0.288,5.751,98.077,262.617,0.696
15/9-F-11 A,2618.0,48.215,2.311,0.294,5.876,97.895,264.396,0.705
15/9-F-11 A,2618.1,55.312,2.32,0.315,6.159,96.893,267.658,0.736
15/9-F-11 A,2618.2,66.182,2.327,0.349,6.521,94.942,270.062,0.856
15/9-F-11 A,2618.3,75.193,2.336,0.381,6.823,92.709,276.091,0.971
15/9-F-11 A,2618.4,79.692,2.346,0.395,7.007,90.62,282.414,0.978
15/9-F-11 A,2618.5,77.524,2.355,0.385,7.067,90.009,281.025,0.91
15/9-F-11 A,2618.6,75.809,2.364,0.353,7.009,90.809,277.292,0.931
15/9-F-11 A,2618.7,70.8,2.373,0.307,6.839,92.767,271.845,1.017
15/9-F-11 A,2618.8,58.014,2.382,0.259,6.595,97.5,263.547,1.118
15/9-F-11 A,2618.9,47.596,2.392,0.229,6.349,101.559,258.251,1.366
15/9-F-11 A,2619.0,41.677,2.4,0.221,6.174,104.984,255.258,1.902
15/9-F-11 A,2619.1,40.76,2.401,0.242,6.124,105.994,254.742,1.94
15/9-F-11 A,2619.2,48.855,2.394,0.273,6.23,104.486,254.493,1.623
15/9-F-11 A,2619.3,56.212,2.384,0.291,6.522,100.801,254.474,1.138
15/9-F-11 A,2619.4,55.11,2.382,0.29,6.97,96.866,254.322,1.072
15/9-F-11 A,2619.5,50.181,2.399,0.285,7.42,93.867,254.335,1.378
15/9-F-11 A,2619.6,51.172,2.432,0.291,7.673,91.851,254.522,1.695
15/9-F-11 A,2619.7,58.972,2.461,0.317,7.631,93.944,254.624,1.362
15/9-F-11 A,2619.8,68.027,2.468,0.35,7.36,96.718,254.917,0.966
15/9-F-11 A,2619.9,73.652,2.448,0.37,7.008,100.163,255.459,0.716
15/9-F-11 A,2620.0,75.449,2.415,0.367,6.658,103.387,259.693,0.622
15/9-F-11 A,2620.1,69.968,2.383,0.341,6.308,105.68,264.005,0.632
15/9-F-11 A,2620.2,58.348,2.357,0.31,5.926,106.564,267.905,0.689
15/9-F-11 A,2620.3,47.029,2.328,0.288,5.553,106.143,270.164,0.641
15/9-F-11 A,2620.4,40.319,2.294,0.278,5.286,105.243,271.208,0.559
15/9-F-11 A,2620.5,38.072,2.259,0.279,5.192,103.805,270.406,0.472
15/9-F-11 A,2620.6,40.434,2.231,0.288,5.261,102.598,268.04,0.435
15/9-F-11 A,2620.7,46.777,2.217,0.304,5.438,101.884,264.81,0.447
15/9-F-11 A,2620.8,52.163,2.217,0.325,5.67,102.217,260.345,0.469
15/9-F-11 A,2620.9,60.08,2.227,0.35,5.923,103.339,255.963,0.486
15/9-F-11 A,2621.0,71.91,2.245,0.38,6.176,104.86,253.136,0.526
15/9-F-11 A,2621.1,82.056,2.268,0.416,6.435,106.885,254.964,0.565
15/9-F-11 A,2621.2,89.604,2.292,0.454,6.689,108.537,251.169,0.6
15/9-F-11 A,2621.3,88.595,2.311,0.483,6.884,109.957,247.327,0.608
15/9-F-11 A,2621.4,85.172,2.322,0.488,6.947,111.015,251.94,0.62
15/9-F-11 A,2621.5,81.593,2.322,0.466,6.849,111.546,260.753,0.616
15/9-F-11 A,2621.6,74.395,2.313,0.428,6.608,111.785,271.983,0.599
15/9-F-11 A,2621.7,62.138,2.294,0.39,6.31,111.803,285.428,0.556
15/9-F-11 A,2621.8,54.434,2.265,0.368,6.064,111.712,291.398,0.479
15/9-F-11 A,2621.9,52.844,2.232,0.366,5.987,111.562,292.872,0.428
15/9-F-11 A,2622.0,55.43,2.211,0.379,6.12,111.459,293.888,0.416
15/9-F-11 A,2622.1,62.671,2.214,0.398,6.406,111.487,291.979,0.448
15/9-F-11 A,2622.2,70.683,2.239,0.417,6.718,111.611,288.086,0.513
15/9-F-11 A,2622.3,78.678,2.272,0.432,6.933,111.794,286.601,0.551
15/9-F-11 A,2622.4,81.801,2.298,0.438,7.031,111.645,285.561,0.547
15/9-F-11 A,2622.5,79.606,2.311,0.434,7.076,111.209,284.921,0.541
15/9-F-11 A,2622.6,80.11,2.314,0.425,7.123,110.221,287.298,0.516
15/9-F-11 A,2622.7,81.418,2.311,0.424,7.165,108.841,287.759,0.49
15/9-F-11 A,2622.8,85.261,2.305,0.432,7.162,107.036,286.192,0.488
15/9-F-11 A,2622.9,87.627,2.299,0.441,7.076,105.88,287.05,0.487
15/9-F-11 A,2623.0,85.95,2.294,0.436,6.883,105.389,288.294,0.48
15/9-F-11 A,2623.1,77.93,2.289,0.418,6.6,105.721,289.906,0.454
15/9-F-11 A,2623.2,66.816,2.278,0.401,6.329,106.721,292.232,0.429
15/9-F-11 A,2623.3,62.803,2.261,0.392,6.19,107.674,293.081,0.436
15/9-F-11 A,2623.4,64.239,2.243,0.392,6.218,108.452,291.484,0.456
15/9-F-11 A,2623.5,68.86,2.234,0.398,6.333,108.282,287.953,0.453
15/9-F-11 A,2623.6,71.789,2.237,0.395,6.402,107.787,283.859,0.467
15/9-F-11 A,2623.7,71.482,2.247,0.372,6.296,106.947,279.267,0.487
15/9-F-11 A,2623.8,61.47,2.257,0.336,5.982,105.977,275.634,0.476
15/9-F-11 A,2623.9,44.982,2.259,0.306,5.574,104.723,272.31,0.423
15/9-F-11 A,2624.0,36.572,2.248,0.292,5.274,102.852,269.21,0.378
15/9-F-11 A,2624.1,35.212,2.228,0.295,5.214,100.535,266.149,0.371
15/9-F-11 A,2624.2,34.509,2.209,0.3,5.352,97.953,263.992,0.37
15/9-F-11 A,2624.3,33.868,2.198,0.301,5.532,94.969,264.605,0.369
15/9-F-11 A,2624.4,33.293,2.195,0.291,5.622,92.119,265.899,0.374
15/9-F-11 A,2624.5,31.031,2.197,0.273,5.575,89.368,268.795,0.374
15/9-F-11 A,2624.6,30.375,2.2,0.256,5.428,86.805,277.188,0.377
15/9-F-11 A,2624.7,28.675,2.204,0.242,5.239,84.734,277.639,0.38
15/9-F-11 A,2624.8,26.741,2.209,0.236,5.068,83.002,274.2,0.384
15/9-F-11 A,2624.9,24.465,2.215,0.238,4.95,81.845,270.776,0.383
15/9-F-11 A,2625.0,25.075,2.219,0.242,4.894,81.329,266.154,0.384
15/9-F-11 A,2625.1,26.103,2.223,0.244,4.886,81.238,260.762,0.387
15/9-F-11 A,2625.2,25.629,2.224,0.242,4.884,81.499,254.963,0.391
15/9-F-11 A,2625.3,25.885,2.226,0.24,4.873,82.054,250.677,0.392
15/9-F-11 A,2625.4,26.548,2.227,0.239,4.858,82.816,247.56,0.4
15/9-F-11 A,2625.5,28.074,2.226,0.238,4.846,83.46,245.396,0.399
15/9-F-11 A,2625.6,27.993,2.226,0.239,4.849,84.129,243.261,0.405
15/9-F-11 A,2625.7,26.69,2.226,0.239,4.858,84.816,241.14,0.405
15/9-F-11 A,2625.8,26.879,2.226,0.241,4.875,85.402,201.577,0.41
15/9-F-11 A,2625.9,27.966,2.228,0.242,4.897,85.995,181.534,0.407
15/9-F-11 A,2626.0,26.355,2.23,0.241,4.905,86.599,182.567,0.401
15/9-F-11 A,2626.1,25.49,2.232,0.238,4.897,87.043,176.302,0.4
15/9-F-11 A,2626.2,27.241,2.233,0.235,4.88,87.415,167.909,0.4
15/9-F-11 A,2626.3,26.25,2.233,0.236,4.857,87.702,157.164,0.4
15/9-F-11 A,2626.4,26.968,2.233,0.241,4.838,87.68,156.354,0.402
15/9-F-11 A,2626.5,25.838,2.233,0.244,4.824,87.542,154.995,0.408
15/9-F-11 A,2626.6,25.818,2.234,0.242,4.817,87.268,151.12,0.41
15/9-F-11 A,2626.7,26.189,2.234,0.235,4.813,86.981,152.9,0.412
15/9-F-11 A,2626.8,25.23,2.234,0.229,4.812,86.718,155.035,0.412
15/9-F-11 A,2626.9,26.919,2.232,0.227,4.816,86.506,156.035,0.413
15/9-F-11 A,2627.0,26.506,2.23,0.229,4.818,86.439,158.565,0.413
15/9-F-11 A,2627.1,26.506,2.228,0.23,4.819,86.478,160.525,0.411
15/9-F-11 A,2627.2,27.371,2.227,0.23,4.817,86.692,160.188,0.41
15/9-F-11 A,2627.3,28.389,2.225,0.228,4.814,87.076,158.318,0.411
15/9-F-11 A,2627.4,27.506,2.224,0.226,4.803,87.533,156.273,0.412
15/9-F-11 A,2627.5,28.079,2.224,0.225,4.781,88.056,155.183,0.414
15/9-F-11 A,2627.6,27.197,2.225,0.226,4.761,88.473,154.715,0.414
15/9-F-11 A,2627.7,26.929,2.228,0.228,4.769,88.81,154.697,0.416
15/9-F-11 A,2627.8,27.722,2.232,0.23,4.815,88.986,155.528,0.42
15/9-F-11 A,2627.9,28.591,2.235,0.231,4.876,89.07,154.807,0.424
15/9-F-11 A,2628.0,29.104,2.236,0.231,4.908,89.1,153.177,0.424
15/9-F-11 A,2628.1,29.02,2.237,0.229,4.906,89.074,150.746,0.424
15/9-F-11 A,2628.2,27.696,2.24,0.228,4.897,89.024,148.586,0.426
15/9-F-11 A,2628.3,26.701,2.244,0.227,4.902,88.956,146.662,0.426
15/9-F-11 A,2628.4,26.037,2.245,0.227,4.91,88.847,145.375,0.426
15/9-F-11 A,2628.5,26.24,2.243,0.224,4.897,88.685,145.414,0.426
15/9-F-11 A,2628.6,27.62,2.241,0.219,4.869,88.49,146.431,0.427
15/9-F-11 A,2628.7,29.09,2.241,0.213,4.85,88.432,147.075,0.431
15/9-F-11 A,2628.8,27.815,2.242,0.212,4.851,88.408,147.699,0.433
15/9-F-11 A,2628.9,26.032,2.243,0.215,4.874,88.415,148.304,0.437
15/9-F-11 A,2629.0,26.722,2.243,0.219,4.91,87.876,148.398,0.439
15/9-F-11 A,2629.1,26.808,2.243,0.222,4.949,87.67,148.468,0.442
15/9-F-11 A,2629.2,26.949,2.245,0.225,4.973,87.829,148.512,0.442
15/9-F-11 A,2629.3,27.48,2.248,0.226,4.969,87.531,148.545,0.444
15/9-F-11 A,2629.4,27.378,2.25,0.227,4.945,87.392,148.589,0.447
15/9-F-11 A,2629.5,27.18,2.25,0.226,4.919,87.494,148.65,0.45
15/9-F-11 A,2629.6,26.005,2.249,0.224,4.898,87.772,148.42,0.449
15/9-F-11 A,2629.7,26.595,2.249,0.22,4.871,88.012,148.174,0.45
15/9-F-11 A,2629.8,26.98,2.251,0.217,4.847,88.158,147.954,0.453
15/9-F-11 A,2629.9,27.022,2.253,0.216,4.836,88.232,147.754,0.453
15/9-F-11 A,2630.0,27.523,2.252,0.216,4.854,88.255,147.604,0.456
15/9-F-11 A,2630.1,26.726,2.25,0.217,4.883,88.2,147.549,0.455
15/9-F-11 A,2630.2,27.602,2.247,0.218,4.893,88.097,147.616,0.452
15/9-F-11 A,2630.3,28.79,2.246,0.219,4.883,87.925,147.724,0.452
15/9-F-11 A,2630.4,28.179,2.246,0.22,4.874,87.608,147.861,0.453
15/9-F-11 A,2630.5,27.422,2.246,0.222,4.882,87.38,148.032,0.452
15/9-F-11 A,2630.6,28.489,2.245,0.222,4.899,87.14,148.155,0.453
15/9-F-11 A,2630.7,29.039,2.245,0.221,4.905,86.768,148.084,0.456
15/9-F-11 A,2630.8,27.79,2.247,0.217,4.891,86.756,147.764,0.458
15/9-F-11 A,2630.9,28.152,2.249,0.213,4.871,86.868,147.349,0.457
15/9-F-11 A,2631.0,28.038,2.25,0.209,4.856,86.893,146.958,0.456
15/9-F-11 A,2631.1,27.723,2.248,0.207,4.852,86.943,146.552,0.453
15/9-F-11 A,2631.2,28.792,2.246,0.208,4.86,87.004,146.197,0.455
15/9-F-11 A,2631.3,29.843,2.245,0.209,4.877,87.054,146.206,0.458
15/9-F-11 A,2631.4,28.5,2.246,0.211,4.893,87.121,146.174,0.458
15/9-F-11 A,2631.5,26.326,2.248,0.213,4.9,87.199,146.134,0.452
15/9-F-11 A,2631.6,25.558,2.25,0.214,4.898,87.279,146.276,0.453
15/9-F-11 A,2631.7,26.611,2.251,0.213,4.901,87.342,146.356,0.453
15/9-F-11 A,2631.8,25.161,2.251,0.211,4.911,87.392,146.399,0.454
15/9-F-11 A,2631.9,25.279,2.252,0.21,4.911,87.453,146.628,0.455
15/9-F-11 A,2632.0,25.584,2.253,0.21,4.88,87.562,146.593,0.457
15/9-F-11 A,2632.1,26.126,2.255,0.212,4.834,87.714,146.312,0.46
15/9-F-11 A,2632.2,27.853,2.258,0.213,4.816,87.502,146.038,0.462
15/9-F-11 A,2632.3,26.594,2.258,0.214,4.846,87.327,145.727,0.464
15/9-F-11 A,2632.4,24.722,2.255,0.217,4.897,87.195,145.375,0.469
15/9-F-11 A,2632.5,27.064,2.253,0.222,4.925,87.067,145.125,0.469
15/9-F-11 A,2632.6,25.615,2.253,0.226,4.914,87.0,144.93,0.471
15/9-F-11 A,2632.7,26.028,2.256,0.227,4.877,87.013,144.8,0.471
15/9-F-11 A,2632.8,26.793,2.259,0.224,4.847,86.997,144.677,0.473
15/9-F-11 A,2632.9,26.735,2.26,0.217,4.827,87.009,144.534,0.476
15/9-F-11 A,2633.0,26.196,2.258,0.212,4.812,87.076,144.356,0.479
15/9-F-11 A,2633.1,26.862,2.255,0.212,4.799,87.093,144.296,0.48
15/9-F-11 A,2633.2,27.858,2.253,0.216,4.797,87.098,144.292,0.479
15/9-F-11 A,2633.3,26.597,2.252,0.221,4.809,87.097,144.363,0.478
15/9-F-11 A,2633.4,27.158,2.253,0.223,4.823,87.065,144.586,0.478
15/9-F-11 A,2633.5,27.13,2.256,0.219,4.828,87.048,144.815,0.479
15/9-F-11 A,2633.6,26.112,2.257,0.212,4.83,87.088,144.963,0.481
15/9-F-11 A,2633.7,25.408,2.257,0.207,4.847,87.183,144.929,0.483
15/9-F-11 A,2633.8,25.551,2.257,0.206,4.881,87.325,144.802,0.483
15/9-F-11 A,2633.9,26.835,2.257,0.207,4.914,87.561,144.562,0.485
15/9-F-11 A,2634.0,26.854,2.257,0.206,4.914,87.75,144.391,0.486
15/9-F-11 A,2634.1,26.873,2.257,0.206,4.913,87.908,144.252,0.489
15/9-F-11 A,2634.2,26.426,2.257,0.206,4.88,88.019,144.134,0.493
15/9-F-11 A,2634.3,25.658,2.258,0.209,4.851,88.064,144.071,0.492
15/9-F-11 A,2634.4,25.499,2.26,0.211,4.848,88.06,144.015,0.494
15/9-F-11 A,2634.5,25.183,2.262,0.212,4.867,87.952,143.809,0.489
15/9-F-11 A,2634.6,25.358,2.26,0.211,4.889,87.877,143.721,0.493
15/9-F-11 A,2634.7,24.893,2.258,0.211,4.909,87.827,143.711,0.497
15/9-F-11 A,2634.8,27.33,2.259,0.213,4.925,87.803,143.755,0.498
15/9-F-11 A,2634.9,28.935,2.261,0.215,4.929,87.801,143.779,0.497
15/9-F-11 A,2635.0,28.563,2.263,0.215,4.913,87.814,143.786,0.502
15/9-F-11 A,2635.1,26.96,2.264,0.215,4.888,87.816,143.775,0.501
15/9-F-11 A,2635.2,26.86,2.265,0.215,4.866,87.786,143.722,0.499
15/9-F-11 A,2635.3,27.571,2.266,0.217,4.856,87.726,143.63,0.499
15/9-F-11 A,2635.4,28.239,2.266,0.218,4.847,87.618,143.508,0.5
15/9-F-11 A,2635.5,29.113,2.265,0.218,4.834,87.512,143.388,0.504
15/9-F-11 A,2635.6,26.902,2.265,0.217,4.828,87.407,143.274,0.506
15/9-F-11 A,2635.7,27.983,2.265,0.217,4.844,87.354,143.183,0.506
15/9-F-11 A,2635.8,28.978,2.265,0.218,4.877,87.324,143.118,0.505
15/9-F-11 A,2635.9,27.162,2.264,0.219,4.91,87.324,143.088,0.506
15/9-F-11 A,2636.0,28.97,2.262,0.219,4.928,87.279,142.851,0.506
15/9-F-11 A,2636.1,28.467,2.261,0.218,4.934,87.219,142.546,0.504
15/9-F-11 A,2636.2,28.766,2.262,0.216,4.937,87.142,142.166,0.509
15/9-F-11 A,2636.3,30.658,2.266,0.213,4.941,87.051,142.197,0.516
15/9-F-11 A,2636.4,29.648,2.268,0.212,4.943,86.978,142.28,0.517
15/9-F-11 A,2636.5,27.67,2.27,0.211,4.943,86.948,142.317,0.517
15/9-F-11 A,2636.6,27.437,2.272,0.21,4.944,86.942,142.074,0.521
15/9-F-11 A,2636.7,28.726,2.273,0.206,4.938,86.953,141.796,0.521
15/9-F-11 A,2636.8,28.965,2.274,0.201,4.921,86.993,141.611,0.529
15/9-F-11 A,2636.9,28.728,2.275,0.197,4.903,86.98,141.557,0.533
15/9-F-11 A,2637.0,28.281,2.277,0.196,4.892,86.948,141.515,0.535
15/9-F-11 A,2637.1,27.366,2.28,0.197,4.895,86.915,141.364,0.546
15/9-F-11 A,2637.2,27.578,2.282,0.201,4.909,86.806,141.62,0.55
15/9-F-11 A,2637.3,28.834,2.281,0.203,4.931,86.65,141.942,0.552
15/9-F-11 A,2637.4,28.55,2.279,0.202,4.954,86.424,141.78,0.556
15/9-F-11 A,2637.5,29.33,2.278,0.199,4.976,86.157,141.213,0.57
15/9-F-11 A,2637.6,30.987,2.279,0.193,5.0,85.881,140.424,0.59
15/9-F-11 A,2637.7,32.77,2.282,0.189,5.025,85.682,139.567,0.607
15/9-F-11 A,2637.8,35.171,2.286,0.188,5.056,85.543,138.386,0.634
15/9-F-11 A,2637.9,36.023,2.291,0.191,5.089,85.438,137.075,0.641
15/9-F-11 A,2638.0,34.266,2.295,0.194,5.121,85.275,136.653,0.648
15/9-F-11 A,2638.1,32.868,2.297,0.196,5.15,85.063,135.742,0.631
15/9-F-11 A,2638.2,32.213,2.296,0.197,5.167,84.807,134.529,0.623
15/9-F-11 A,2638.3,30.691,2.295,0.196,5.158,84.382,135.611,0.623
15/9-F-11 A,2638.4,31.833,2.295,0.191,5.12,84.101,136.554,0.642
15/9-F-11 A,2638.5,33.774,2.301,0.187,5.071,83.959,137.362,0.665
15/9-F-11 A,2638.6,34.028,2.31,0.184,5.039,83.554,137.938,0.689
15/9-F-11 A,2638.7,32.13,2.32,0.182,5.029,83.259,137.646,0.709
15/9-F-11 A,2638.8,31.152,2.327,0.18,5.035,83.095,136.351,0.706
15/9-F-11 A,2638.9,30.648,2.329,0.178,5.037,82.723,134.497,0.692
15/9-F-11 A,2639.0,31.11,2.329,0.175,5.016,82.871,132.836,0.692
15/9-F-11 A,2639.1,30.04,2.331,0.172,4.968,83.765,131.5,0.695
15/9-F-11 A,2639.2,28.861,2.333,0.169,4.899,84.948,133.377,0.694
15/9-F-11 A,2639.3,31.369,2.332,0.171,4.833,86.534,136.274,0.681
15/9-F-11 A,2639.4,32.006,2.326,0.173,4.807,88.749,140.253,0.677
15/9-F-11 A,2639.5,29.091,2.312,0.193,4.866,91.819,144.228,0.69
15/9-F-11 A,2639.6,30.279,2.288,0.233,5.054,95.408,149.18,0.626
15/9-F-11 A,2639.7,35.779,2.253,0.285,5.39,99.759,156.22,0.479
15/9-F-11 A,2639.8,42.275,2.211,0.348,5.819,104.346,165.641,0.393
15/9-F-11 A,2639.9,47.247,2.169,0.405,6.236,109.144,175.625,0.374
15/9-F-11 A,2640.0,50.211,2.134,0.45,6.542,114.34,185.477,0.482
15/9-F-11 A,2640.1,55.949,2.11,0.471,6.686,118.866,193.379,0.577
15/9-F-11 A,2640.2,58.707,2.097,0.482,6.716,122.824,199.191,0.737
15/9-F-11 A,2640.3,61.745,2.092,0.493,6.75,125.602,200.033,1.044
15/9-F-11 A,2640.4,65.882,2.09,0.509,6.885,124.618,199.0,2.127
15/9-F-11 A,2640.5,69.37,2.088,0.522,7.121,122.043,196.373,1.982
15/9-F-11 A,2640.6,67.949,2.087,0.521,7.327,119.538,190.036,1.953
15/9-F-11 A,2640.7,66.358,2.088,0.489,7.319,113.207,186.754,1.936
15/9-F-11 A,2640.8,62.796,2.094,0.433,6.999,105.91,184.757,1.026
15/9-F-11 A,2640.9,53.9,2.109,0.371,6.429,105.824,180.365,0.741
15/9-F-11 A,2641.0,43.682,2.131,0.314,5.798,99.144,175.201,0.518
15/9-F-11 A,2641.1,34.88,2.159,0.276,5.297,88.875,169.541,0.455
15/9-F-11 A,2641.2,30.984,2.189,0.248,4.997,86.735,164.029,0.517
15/9-F-11 A,2641.3,30.656,2.22,0.23,4.871,83.561,159.923,0.561
15/9-F-11 A,2641.4,31.086,2.248,0.219,4.866,79.704,157.059,0.638
15/9-F-11 A,2641.5,30.846,2.271,0.212,4.925,79.922,157.766,0.711
15/9-F-11 A,2641.6,31.141,2.292,0.209,5.021,80.787,160.418,0.758
15/9-F-11 A,2641.7,32.118,2.308,0.213,5.135,82.278,164.961,0.779
15/9-F-11 A,2641.8,35.545,2.32,0.23,5.268,83.645,171.222,0.791
15/9-F-11 A,2641.9,42.356,2.327,0.26,5.453,84.339,177.393,0.825
15/9-F-11 A,2642.0,53.265,2.332,0.298,5.684,84.248,183.422,0.845
15/9-F-11 A,2642.1,66.733,2.34,0.324,5.885,84.04,187.979,0.858
15/9-F-11 A,2642.2,74.676,2.351,0.329,5.946,83.324,192.111,0.838
15/9-F-11 A,2642.3,69.836,2.353,0.315,5.84,81.9,195.78,0.75
15/9-F-11 A,2642.4,60.231,2.339,0.298,5.679,86.015,199.208,0.629
15/9-F-11 A,2642.5,53.506,2.314,0.297,5.637,90.775,202.261,0.584
15/9-F-11 A,2642.6,56.806,2.298,0.315,5.799,95.449,204.711,0.638
15/9-F-11 A,2642.7,73.19,2.303,0.345,6.085,99.703,205.431,0.679
15/9-F-11 A,2642.8,81.138,2.329,0.378,6.352,103.166,205.162,0.755
15/9-F-11 A,2642.9,85.869,2.361,0.407,6.526,105.096,203.462,0.78
15/9-F-11 A,2643.0,90.009,2.386,0.428,6.622,106.646,200.994,0.783
15/9-F-11 A,2643.1,94.621,2.397,0.437,6.669,107.545,198.3,0.764
15/9-F-11 A,2643.2,98.64,2.398,0.423,6.641,106.945,195.547,0.741
15/9-F-11 A,2643.3,93.826,2.392,0.386,6.474,107.768,193.366,0.721
15/9-F-11 A,2643.4,80.418,2.378,0.336,6.156,108.586,191.514,0.695
15/9-F-11 A,2643.5,60.895,2.355,0.294,5.75,107.666,190.124,0.66
15/9-F-11 A,2643.6,45.228,2.324,0.265,5.385,108.252,189.137,0.571
15/9-F-11 A,2643.7,35.149,2.291,0.246,5.157,108.72,188.299,0.561
15/9-F-11 A,2643.8,29.677,2.264,0.237,5.052,105.485,187.318,0.552
15/9-F-11 A,2643.9,26.908,2.245,0.23,5.006,100.456,185.484,0.563
15/9-F-11 A,2644.0,26.232,2.238,0.228,4.998,94.68,182.965,0.584
15/9-F-11 A,2644.1,24.332,2.238,0.23,5.034,90.473,178.885,0.583
15/9-F-11 A,2644.2,24.486,2.243,0.232,5.107,87.363,173.843,0.578
15/9-F-11 A,2644.3,23.496,2.249,0.233,5.175,85.183,168.179,0.556
15/9-F-11 A,2644.4,23.83,2.252,0.235,5.2,85.393,162.78,0.549
15/9-F-11 A,2644.5,26.035,2.252,0.24,5.183,85.574,158.186,0.519
15/9-F-11 A,2644.6,25.809,2.248,0.246,5.146,85.764,154.292,0.507
15/9-F-11 A,2644.7,23.945,2.243,0.25,5.11,86.994,151.947,0.481
15/9-F-11 A,2644.8,22.844,2.239,0.251,5.083,88.157,150.085,0.47
15/9-F-11 A,2644.9,22.909,2.236,0.248,5.064,89.253,148.701,0.45
15/9-F-11 A,2645.0,23.572,2.234,0.245,5.049,89.999,147.662,0.452
15/9-F-11 A,2645.1,24.502,2.232,0.241,5.041,90.497,146.844,0.456
15/9-F-11 A,2645.2,23.45,2.23,0.239,5.041,90.708,146.284,0.459
15/9-F-11 A,2645.3,22.61,2.228,0.237,5.039,90.79,146.206,0.458
15/9-F-11 A,2645.4,23.839,2.227,0.236,5.028,90.791,146.501,0.456
15/9-F-11 A,2645.5,24.302,2.228,0.235,5.021,90.688,147.286,0.464
15/9-F-11 A,2645.6,24.542,2.23,0.234,5.032,90.482,148.333,0.471
15/9-F-11 A,2645.7,25.141,2.234,0.233,5.06,90.262,149.429,0.475
15/9-F-11 A,2645.8,24.533,2.238,0.231,5.087,90.042,150.55,0.484
15/9-F-11 A,2645.9,23.693,2.24,0.231,5.09,89.849,151.369,0.482
15/9-F-11 A,2646.0,24.376,2.242,0.231,5.074,89.715,152.053,0.484
15/9-F-11 A,2646.1,24.964,2.243,0.233,5.054,89.702,152.573,0.493
15/9-F-11 A,2646.2,24.596,2.244,0.234,5.046,89.607,152.9,0.497
15/9-F-11 A,2646.3,24.119,2.245,0.235,5.046,89.519,153.134,0.5
15/9-F-11 A,2646.4,22.762,2.247,0.234,5.043,89.511,153.258,0.507
15/9-F-11 A,2646.5,23.064,2.248,0.232,5.032,89.524,153.297,0.515
15/9-F-11 A,2646.6,24.626,2.249,0.232,5.014,89.555,153.296,0.511
15/9-F-11 A,2646.7,24.59,2.249,0.231,4.989,89.622,153.262,0.511
15/9-F-11 A,2646.8,24.538,2.248,0.23,4.963,89.681,153.147,0.514
15/9-F-11 A,2646.9,24.777,2.248,0.229,4.951,89.742,152.961,0.512
15/9-F-11 A,2647.0,26.179,2.249,0.227,4.963,89.83,152.605,0.505
15/9-F-11 A,2647.1,24.663,2.248,0.225,4.981,90.041,152.161,0.505
15/9-F-11 A,2647.2,21.884,2.246,0.223,4.978,90.307,151.72,0.498
